,,,,,,,Casting,,,,,,,,,,,,,,,Ability,,,,,,Saving Throws,,,,,,,,
Orin's Mother Helena,Tactician,,1,10,0,,,,,,,,,,,,,,,,,10,10,10,10,10,10,0,0,0,0,0,0,Opportunity Attack,Dead,
High-Wire Hildeh,Balanced,1,8,10,0,+2,,,,,,,,,,,,,,,,10,10,10,10,10,10,0,0,0,0,0,0,"Darkvision,Fey Ancestry,Opportunity Attack",,
High-Wire Hildeh,Explorer,1,5,10,0,+4,,,,,,,,,,,,,,,,10,10,10,10,10,10,0,0,0,0,0,0,"Darkvision,Fey Ancestry,Opportunity Attack",,
High-Wire Hildeh,Tactician,1,10,10,0,+2,,,,,,,,,,,,,,,,10,10,10,10,10,10,0,0,0,0,0,0,"Darkvision,Fey Ancestry,Opportunity Attack",,
His Majesty,Balanced,1,2,12,+2,+2,,,,,,,,,,,,,,,,3,15,10,3,12,7,-4,+2,0,-4,+1,-2,"Darkvision,Feline Fall,Opportunity Attack",,
His Majesty,Explorer,1,1,12,+2,+4,,,,,,,,,,,,,,,,3,15,10,3,12,7,-4,+2,0,-4,+1,-2,"Darkvision,Feline Fall,Opportunity Attack",,
His Majesty,Tactician,1,2,12,+2,+2,,,,,,,,,,,,,,,,3,15,10,3,12,7,-4,+2,0,-4,+1,-2,"Darkvision,Feline Fall,Opportunity Attack",,
Hungry Ox,Balanced,1,15,10,0,+2,,,,,,,,,,,,,,,,18,10,14,2,10,4,+4,0,+2,-4,0,-3,,,
Hungry Ox,Explorer,1,10,10,0,+4,,,,,,,,,,,,,,,,18,10,14,2,10,4,+4,0,+2,-4,0,-3,,,
Hungry Ox,Tactician,1,19,10,0,+2,,,,,,,,,,,,,,,,18,10,14,2,10,4,+4,0,+2,-4,0,-3,,,
Sister Inessa,Balanced,6,48,13,+3,+3,,,,,,,,Full Resistance,,,Full Resistance,,,,,14,16,12,10,10,10,+2,+6,+1,0,0,0,Opportunity Attack,,
Sister Inessa,Explorer,6,33,13,+3,+5,,,,,,,,Full Resistance,,,Full Resistance,,,,,14,16,12,10,10,10,+2,+8,+1,0,0,0,Opportunity Attack,,
Sister Inessa,Tactician,6,62,13,+3,+3,,,,,,,,Full Resistance,,,Full Resistance,,,,,14,16,12,10,10,10,+2,+6,+1,0,0,0,"Opportunity Attack,Permanently Armed",,
Iron Consul,Balanced,11,93,18,0,+4,,,,,,,,,,,,,,,,20,11,16,10,15,16,+5,0,+3,0,+6,+3,"Extra Attack,Opportunity Attack,Tactical Discipline",,
Iron Consul,Tactician,11,93,18,0,+4,,,,,,,,,,,,,,,,20,11,16,10,15,16,+5,0,+3,0,+6,+3,"Extra Attack,Improved Extra Attack,Opportunity Attack,Tactical Discipline",,
Jacob,Balanced,9,10,9,-1,+4,,,Vulnerable,,,,,,,,,Immune,,,,10,8,8,18,8,5,0,-1,-1,+8,+3,-3,Opportunity Attack,,
Jacob,Explorer,9,7,9,-1,+6,,,Vulnerable,,,,,,,,,Immune,,,,10,8,8,18,8,5,0,-1,-1,+10,+5,-3,Opportunity Attack,,
Jacob,Tactician,9,13,9,-1,+4,,,Vulnerable,,,,,,,,,Immune,,,,10,8,8,18,8,5,0,-1,-1,+8,+3,-3,Opportunity Attack,,
Jaheira',Balanced,8,76,14,+4,+3,,,,,,,,,,,,,,,,11,18,14,11,12,14,0,+7,+2,0,+1,+2,"Darkvision,Multiattack: Morphic Ambush,Opportunity Attack",,
Jaheira',Explorer,8,53,14,+4,+5,,,,,,,,,,,,,,,,11,18,14,11,12,14,0,+9,+2,0,+1,+2,"Darkvision,Multiattack: Morphic Ambush,Opportunity Attack",,
Jaheira',Tactician,8,98,14,+4,+3,,,,,,,,,,,,,,,,11,18,14,11,12,14,0,+7,+2,0,+1,+2,"Darkvision,Mindreader,Multiattack: Morphic Ambush,Opportunity Attack",,
Executed Drow,Balanced,5,15,10,0,+3,,,,,,,,,,,,,,,,10,10,12,16,10,14,0,0,+1,+6,+3,+2,"Darkvision,Fey Ancestry,Opportunity Attack,Sunlight Sensitivity",Dead,
Executed Drow,Explorer,5,11,10,0,+5,,,,,,,,,,,,,,,,10,10,12,16,10,14,0,0,+1,+8,+5,+2,"Darkvision,Fey Ancestry,Opportunity Attack,Sunlight Sensitivity",Dead,
Executed Drow,Tactician,5,20,10,0,+3,,,,,,,,,,,,,,,,10,10,12,16,10,14,0,0,+1,+6,+3,+2,"Darkvision,Fey Ancestry,Opportunity Attack,Sunlight Sensitivity",Dead,
Sister Julia,Balanced,6,48,13,+3,+3,,,,,,,,Full Resistance,,,Full Resistance,,,,,14,16,12,10,10,10,+2,+6,+1,0,0,0,Opportunity Attack,,
Sister Julia,Explorer,6,33,13,+3,+5,,,,,,,,Full Resistance,,,Full Resistance,,,,,14,16,12,10,10,10,+2,+8,+1,0,0,0,Opportunity Attack,,
Sister Julia,Tactician,6,62,13,+3,+3,,,,,,,,Full Resistance,,,Full Resistance,,,,,14,16,12,10,10,10,+2,+6,+1,0,0,0,"Opportunity Attack,Permanently Armed",,
Keren,Balanced,7,52,15,+4,+3,,,,,,,,,,,,,,,,11,18,14,11,12,14,0,+7,+2,0,+1,+2,"Darkvision,Multiattack: Morphic Ambush,Opportunity Attack",,
Keren,Explorer,7,26,15,+4,+5,,,,,,,,,,,,,,,,11,18,14,11,12,14,0,+9,+2,0,+1,+2,"Darkvision,Multiattack: Morphic Ambush,Opportunity Attack",,
Keren,Tactician,7,67,15,+4,+3,,,,,,,,,,,,,,,,11,18,14,11,12,14,0,+7,+2,0,+1,+2,"Darkvision,Mindreader,Multiattack: Morphic Ambush,Opportunity Attack",,
Kira the Cat,Balanced,1,2,12,+2,+2,,,,,,,,,,,,,,,,3,15,10,3,12,7,-4,+2,0,-4,+1,-2,"Darkvision,Feline Fall,Opportunity Attack",,
Kira the Cat,Explorer,1,1,12,+2,+4,,,,,,,,,,,,,,,,3,15,10,3,12,7,-4,+2,0,-4,+1,-2,"Darkvision,Feline Fall,Opportunity Attack",,
Kira the Cat,Tactician,1,2,12,+2,+2,,,,,,,,,,,,,,,,3,15,10,3,12,7,-4,+2,0,-4,+1,-2,"Darkvision,Feline Fall,Opportunity Attack",,
Klaw,Balanced,2,26,13,+1,+2,,,,,,,,,,,,,,,,16,13,13,7,11,8,+3,+1,+1,-2,0,-1,Opportunity Attack,,
Klaw,Explorer,2,22,13,+1,+4,,,,,,,,,,,,,,,,16,13,13,7,11,8,+3,+1,+1,-2,0,-1,Opportunity Attack,,
Klaw,Tactician,2,33,13,+1,+2,,,,,,,,,,,,,,,,16,13,13,7,11,8,+3,+1,+1,-2,0,-1,Opportunity Attack,,
Koll,Balanced,8,52,14,+4,+3,,,,,,,,,,,,,,,,11,18,14,11,12,14,0,+7,+2,0,+1,+2,"Darkvision,Multiattack: Morphic Ambush,Opportunity Attack",,
Koll,Explorer,8,36,14,+4,+5,,,,,,,,,,,,,,,,11,18,14,11,12,14,0,+9,+2,0,+1,+2,"Darkvision,Multiattack: Morphic Ambush,Opportunity Attack",,
Koll,Tactician,8,67,14,+4,+3,,,,,,,,,,,,,,,,11,18,14,11,12,14,0,+7,+2,0,+1,+2,"Darkvision,Mindreader,Multiattack: Morphic Ambush,Opportunity Attack",,
Harper Leistine,Balanced,8,52,14,+4,+3,,,,,,,,,,,,,,,,11,18,14,11,12,14,0,+7,+2,0,+1,+2,"Darkvision,Multiattack: Morphic Ambush,Opportunity Attack",,
Harper Leistine,Explorer,8,36,14,+4,+5,,,,,,,,,,,,,,,,11,18,14,11,12,14,0,+9,+2,0,+1,+2,"Darkvision,Multiattack: Morphic Ambush,Opportunity Attack",,
Harper Leistine,Tactician,8,67,14,+4,+3,,,,,,,,,,,,,,,,11,18,14,11,12,14,0,+7,+2,0,+1,+2,"Darkvision,Mindreader,Multiattack: Morphic Ambush,Opportunity Attack",,
Harper Leysin,Balanced,8,52,14,+4,+3,,,,,,,,,,,,,,,,11,18,14,11,12,14,0,+7,+2,0,+1,+2,"Darkvision,Multiattack: Morphic Ambush,Opportunity Attack",,
Harper Leysin,Explorer,8,36,14,+4,+5,,,,,,,,,,,,,,,,11,18,14,11,12,14,0,+9,+2,0,+1,+2,"Darkvision,Multiattack: Morphic Ambush,Opportunity Attack",,
Harper Leysin,Tactician,8,67,14,+4,+3,,,,,,,,,,,,,,,,11,18,14,11,12,14,0,+7,+2,0,+1,+2,"Darkvision,Mindreader,Multiattack: Morphic Ambush,Opportunity Attack",,
Father Lorgan,Balanced,5,26,10,0,+3,,,,,,,,,,,,,,,,14,11,14,12,18,14,+2,0,+2,+1,+7,+5,Opportunity Attack,Dead,
Father Lorgan,Explorer,5,18,10,0,+5,,,,,,,,,,,,,,,,14,11,14,12,18,14,+2,0,+2,+1,+9,+7,Opportunity Attack,Dead,
Father Lorgan,Tactician,5,33,10,0,+3,,,,,,,,,,,,,,,,14,11,14,12,18,14,+2,0,+2,+1,+7,+5,Opportunity Attack,Dead,
Lucille,Balanced,9,10,9,-1,+4,,,Vulnerable,,,,,,,,,Immune,,,,10,8,8,18,8,5,0,-1,-1,+8,+3,-3,Opportunity Attack,,
Lucille,Explorer,9,7,9,-1,+6,,,Vulnerable,,,,,,,,,Immune,,,,10,8,8,18,8,5,0,-1,-1,+10,+5,-3,Opportunity Attack,,
Lucille,Tactician,9,13,9,-1,+4,,,Vulnerable,,,,,,,,,Immune,,,,10,8,8,18,8,5,0,-1,-1,+8,+3,-3,Opportunity Attack,,
Ludd,Balanced,8,52,14,+4,+3,,,,,,,,,,,,,,,,11,18,14,11,12,14,0,+7,+2,0,+1,+2,"Darkvision,Multiattack: Morphic Ambush,Opportunity Attack",,
Ludd,Explorer,8,36,14,+4,+5,,,,,,,,,,,,,,,,11,18,14,11,12,14,0,+9,+2,0,+1,+2,"Darkvision,Multiattack: Morphic Ambush,Opportunity Attack",,
Ludd,Tactician,8,67,14,+4,+3,,,,,,,,,,,,,,,,11,18,14,11,12,14,0,+7,+2,0,+1,+2,"Darkvision,Mindreader,Multiattack: Morphic Ambush,Opportunity Attack",,
Madeline,Balanced,5,7,10,+2,+3,,,,,,,,,,,,Full Resistance,,,,12,15,12,10,12,10,+4,+5,+1,0,+1,0,"Darkvision,Dwarven Resilience,Extra Attack,Opportunity Attack",Dead,
Malta,Balanced,1,2,12,+2,+2,,,,,,,,,,,,,,,,3,15,10,3,12,7,-4,+2,0,-4,+1,-2,"Darkvision,Feline Fall,Opportunity Attack",,
Malta,Explorer,1,1,12,+2,+4,,,,,,,,,,,,,,,,3,15,10,3,12,7,-4,+2,0,-4,+1,-2,"Darkvision,Feline Fall,Opportunity Attack",,
Malta,Tactician,1,2,12,+2,+2,,,,,,,,,,,,,,,,3,15,10,3,12,7,-4,+2,0,-4,+1,-2,"Darkvision,Feline Fall,Opportunity Attack",,
Messenger Rat,Balanced,,1,10,0,,,,,,,,,,,,,,,,,2,11,9,2,10,4,-4,0,-1,-4,0,-3,Darkvision,,
Mind Flayer (Nautiloid Wreck),Balanced,5,71,13,+1,+3,,,,,,,,,,,,,,,,11,12,12,19,17,17,0,+1,+1,+7,+6,+6,"Magic Resistance,Opportunity Attack",Dying,
Mind Flayer (Nautiloid Wreck),Explorer,5,49,13,+1,+5,,,,,,,,,,,,,,,,11,12,12,19,17,17,0,+1,+1,+9,+8,+8,"Magic Resistance,Opportunity Attack",Dying,
Mind Flayer (Nautiloid Wreck),Tactician,5,92,13,+1,+3,,,,,,,,,,,,,,,,11,12,12,19,17,17,0,+1,+1,+7,+6,+6,"Charm,Magic Resistance,Opportunity Attack",Dying,
Mind Flayer (Prologue),Balanced,8,85,15,+1,+3,,,,,,,,,,,,,,,,11,12,12,19,17,17,0,+1,+1,+7,+6,+6,"Magic Resistance,Opportunity Attack",,
Mind Flayer (Prologue),Explorer,8,59,15,+1,+5,,,,,,,,,,,,,,,,11,12,12,19,17,17,0,+1,+1,+9,+8,+8,"Magic Resistance,Opportunity Attack",,
Mind Flayer (Prologue),Tactician,8,110,15,+1,+3,,,,,,,,,,,,,,,,11,12,12,19,17,17,0,+1,+1,+7,+6,+6,"Magic Resistance,Opportunity Attack",,
Mind Flayer,Balanced,5,71,15,+1,+3,,,,,,,,,,,,,,,,11,12,12,19,17,17,0,+1,+1,+7,+6,+6,"Magic Resistance,Opportunity Attack",,
Mind Flayer,Explorer,5,49,15,+1,+5,,,,,,,,,,,,,,,,11,12,12,19,17,17,0,+1,+1,+9,+8,+8,"Magic Resistance,Opportunity Attack",,
Mind Flayer,Tactician,5,92,15,+1,+3,,,,,,,,,,,,,,,,11,12,12,19,17,17,0,+1,+1,+7,+6,+6,"Magic Resistance,Opportunity Attack,Charm",,
Muzz,Balanced,8,52,14,+4,+3,,,,,,,,,,,,,,,,11,18,14,11,12,14,0,+7,+2,0,+1,+2,"Darkvision,Multiattack: Morphic Ambush,Opportunity Attack",,
Muzz,Explorer,8,36,14,+4,+5,,,,,,,,,,,,,,,,11,18,14,11,12,14,0,+9,+2,0,+1,+2,"Darkvision,Multiattack: Morphic Ambush,Opportunity Attack",,
Muzz,Tactician,8,67,14,+4,+3,,,,,,,,,,,,,,,,11,18,14,11,12,14,0,+7,+2,0,+1,+2,"Darkvision,Mindreader,Multiattack: Morphic Ambush,Opportunity Attack",,
Myshka,Balanced,1,2,12,+2,+2,,,,,,,,,,,,,,,,3,15,10,3,12,7,-4,+2,0,-4,+1,-2,"Darkvision,Feline Fall,Opportunity Attack",,
Myshka,Explorer,1,1,12,+2,+4,,,,,,,,,,,,,,,,3,15,10,3,12,7,-4,+2,0,-4,+1,-2,"Darkvision,Feline Fall,Opportunity Attack",,
Myshka,Tactician,1,2,12,+2,+2,,,,,,,,,,,,,,,,3,15,10,3,12,7,-4,+2,0,-4,+1,-2,"Darkvision,Feline Fall,Opportunity Attack",,
Nimbus,Balanced,,33,18,+2,,,,,,,,,,,,,,,,,16,14,13,5,12,5,+3,+2,+1,-3,+1,-3,"Darkvision,Gloom Step,Opportunity Attack",,
Nimbus,Explorer,,23,18,+2,,,,,,,,,,,,,,,,,16,14,13,5,12,5,+3,+2,+1,-3,+1,-3,"Darkvision,Gloom Step,Opportunity Attack",,
Olfaith Olumssdottir,Balanced,8,52,14,+4,+3,,,,,,,,,,,,,,,,11,18,14,11,12,14,0,+7,+2,0,+1,+2,"Darkvision,Multiattack: Morphic Ambush,Opportunity Attack",,
Olfaith Olumssdottir,Explorer,8,36,14,+4,+5,,,,,,,,,,,,,,,,11,18,14,11,12,14,0,+9,+2,0,+1,+2,"Darkvision,Multiattack: Morphic Ambush,Opportunity Attack",,
Olfaith Olumssdottir,Tactician,8,67,14,+4,+3,,,,,,,,,,,,,,,,11,18,14,11,12,14,0,+7,+2,0,+1,+2,"Mindreader,Darkvision,Multiattack: Morphic Ambush,Opportunity Attack",,
Owlbear Cub,Balanced,1,29,9,-1,+2,,,,,,,,,,,,,,,,12,9,11,3,10,7,+1,-1,0,-4,0,-2,"Darkvision,Opportunity Attack,Skittish",,
Owlbear Cub,Explorer,1,20,9,-1,+4,,,,,,,,,,,,,,,,12,9,11,3,10,7,+1,-1,0,-4,0,-2,"Darkvision,Opportunity Attack,Skittish",,
Owlbear Cub,Tactician,1,37,9,-1,+2,,,,,,,,,,,,,,,,12,9,11,3,10,7,+1,-1,0,-4,0,-2,"Darkvision,Opportunity Attack,Skittish",,
Panther,Balanced,1,45,14,+2,+2,,,,,,,,,,,,,,,,14,15,10,3,14,7,+2,+2,0,-4,+2,-2,"Darkvision,Feline Fall,Opportunity Attack",,
Sister Patricia,Balanced,6,48,13,+3,+3,,,,,,,,Full Resistance,,,Full Resistance,,,,,14,16,12,10,10,10,+2,+6,+1,0,0,0,Opportunity Attack,,
Sister Patricia,Explorer,6,33,13,+3,+5,,,,,,,,Full Resistance,,,Full Resistance,,,,,14,16,12,10,10,10,+2,+8,+1,0,0,0,Opportunity Attack,,
Sister Patricia,Tactician,6,62,13,+3,+3,,,,,,,,Full Resistance,,,Full Resistance,,,,,14,16,12,10,10,10,+2,+6,+1,0,0,0,"Opportunity Attack,Permanently Armed",,
Pheebs Splayfoot,Balanced,1,8,10,0,+2,,,,,,,,,,,,,,,,10,10,10,10,10,10,0,0,0,0,0,0,"Brave,Halfling Luck,Opportunity Attack",,
Pheebs Splayfoot,Explorer,1,6,10,0,+4,,,,,,,,,,,,,,,,10,10,10,10,10,10,0,0,0,0,0,0,"Brave,Halfling Luck,Opportunity Attack",,
Pheebs Splayfoot,Tactician,1,10,10,0,+2,,,,,,,,,,,,,,,,10,10,10,10,10,10,0,0,0,0,0,0,"Brave,Halfling Luck,Opportunity Attack",,
Podd,Balanced,8,52,14,+4,+3,,,,,,,,,,,,,,,,11,18,14,11,12,14,0,+7,+2,0,+1,+2,"Darkvision,Multiattack: Morphic Ambush,Opportunity Attack",,
Podd,Explorer,8,36,14,+4,+5,,,,,,,,,,,,,,,,11,18,14,11,12,14,0,+9,+2,0,+1,+2,"Darkvision,Multiattack: Morphic Ambush,Opportunity Attack",,
Podd,Tactician,8,67,14,+4,+3,,,,,,,,,,,,,,,,11,18,14,11,12,14,0,+7,+2,0,+1,+2,"Darkvision,Mindreader,Multiattack: Morphic Ambush,Opportunity Attack",,
Quinton,Balanced,,8,10,0,,,,,,,,,,,,,,,,,10,10,10,10,10,10,0,0,0,0,0,0,Opportunity Attack,,
Raloric Windbane,Balanced,9,84,8,-2,+4,,,,,,,,,,,,,,,,16,6,16,3,6,5,+3,-2,+3,-4,+2,-3,Opportunity Attack,Undead Fortitude,
Raloric Windbane,Explorer,9,58,8,-2,+6,,,,,,,,,,,,,,,,16,6,16,3,6,5,+3,-2,+3,-4,+4,-3,Opportunity Attack,Undead Fortitude,
Raloric Windbane,Tactician,9,109,8,-2,+4,,,,,,,,,,,,,,,,16,6,16,3,6,5,+3,-2,+3,-4,+2,-3,Opportunity Attack,Undead Fortitude,
Rigg,Balanced,8,52,14,+4,+3,,,,,,,,,,,,,,,,11,18,14,11,12,14,0,+7,+2,0,+1,+2,"Darkvision,Multiattack: Morphic Ambush,Opportunity Attack",,
Rigg,Explorer,8,36,14,+4,+5,,,,,,,,,,,,,,,,11,18,14,11,12,14,0,+9,+2,0,+1,+2,"Darkvision,Multiattack: Morphic Ambush,Opportunity Attack",,
Rigg,Tactician,8,67,14,+4,+3,,,,,,,,,,,,,,,,11,18,14,11,12,14,0,+7,+2,0,+1,+2,"Darkvision,Mindreader,Multiattack: Morphic Ambush,Opportunity Attack",,
Robyn,Balanced,1,8,10,0,+2,,,,,,,,,,,,Full Resistance,,,,10,10,10,10,10,10,0,0,0,0,0,0,"Darkvision,Dwarven Resilience,Opportunity Attack",,
Robyn,Explorer,1,5,10,0,+4,,,,,,,,,,,,Full Resistance,,,,10,10,10,10,10,10,0,0,0,0,0,0,"Darkvision,Dwarven Resilience,Opportunity Attack",,
Robyn,Tactician,1,10,10,0,+2,,,,,,,,,,,,Full Resistance,,,,10,10,10,10,10,10,0,0,0,0,0,0,"Darkvision,Dwarven Resilience,Opportunity Attack",,
Rrripper,Balanced,2,42,14,+2,+2,,,,,,,,,,,,,,,,18,14,14,7,11,8,+4,+2,+2,-2,0,-1,Opportunity Attack,,
Rrripper,Explorer,2,29,14,+2,+4,,,,,,,,,,,,,,,,18,14,14,7,11,8,+4,+2,+2,-2,0,-1,Opportunity Attack,,
Rrripper,Tactician,2,54,14,+2,+2,,,,,,,,,,,,,,,,18,14,14,7,11,8,+4,+2,+2,-2,0,-1,Opportunity Attack,,
Rudd,Balanced,8,52,14,+4,+3,,,,,,,,,,,,,,,,11,18,14,11,12,14,0,+7,+2,0,+1,+2,"Darkvision,Multiattack: Morphic Ambush,Opportunity Attack",,
Rudd,Explorer,8,36,14,+4,+5,,,,,,,,,,,,,,,,11,18,14,11,12,14,0,+9,+2,0,+1,+2,"Darkvision,Multiattack: Morphic Ambush,Opportunity Attack",,
Rudd,Tactician,8,67,14,+4,+3,,,,,,,,,,,,,,,,11,18,14,11,12,14,0,+7,+2,0,+1,+2,"Darkvision,Mindreader,Multiattack: Morphic Ambush,Opportunity Attack",,
Rull,Balanced,8,52,14,+4,+3,,,,,,,,,,,,,,,,11,18,14,11,12,14,0,+7,+2,0,+1,+2,"Darkvision,Multiattack: Morphic Ambush,Opportunity Attack",,
Rull,Explorer,8,36,14,+4,+5,,,,,,,,,,,,,,,,11,18,14,11,12,14,0,+9,+2,0,+1,+2,"Darkvision,Multiattack: Morphic Ambush,Opportunity Attack",,
Rull,Tactician,8,67,14,+4,+3,,,,,,,,,,,,,,,,11,18,14,11,12,14,0,+7,+2,0,+1,+2,"Darkvision,Mindreader,Multiattack: Morphic Ambush,Opportunity Attack",,
Ryland,Balanced,7,52,15,+4,+3,,,,,,,,,,,,,,,,11,18,14,11,12,14,0,+7,+2,0,+1,+2,"Darkvision,Multiattack: Morphic Ambush,Opportunity Attack",,
Ryland,Explorer,7,26,15,+4,+5,,,,,,,,,,,,,,,,11,18,14,11,12,14,0,+9,+2,0,+1,+2,"Darkvision,Multiattack: Morphic Ambush,Opportunity Attack",,
Ryland,Tactician,7,67,15,+4,+3,,,,,,,,,,,,,,,,11,18,14,11,12,14,0,+7,+2,0,+1,+2,"Darkvision,Mindreader,Multiattack: Morphic Ambush,Opportunity Attack",,
Sabre-Toothed Tiger,Balanced,1,62,13,+1,+2,,,,,,,,,,,,,,,,18,13,15,3,12,8,+4,+1,+2,-4,+1,-1,"Darkvision,Feline Fall,Opportunity Attack",Animalistic Vitality,
Sceleritas Fel,Balanced,12,208,11,+1,+4,,,Full Resistance,Full Resistance,Full Resistance,,Full Resistance,Immune,,,,Immune,,,,8,12,12,13,10,6,-1,+1,+1,+1,0,-2,"Darkvision,Devil's Sight",,
Scratch,Balanced,2,11,11,+1,+2,,,,,,,,,,,,,,,,11,13,12,3,13,6,0,+1,+1,-4,+1,-2,"Opportunity Attack,Pack Tactics",,
Scratch,Explorer,2,7,11,+1,+2,,,,,,,,,,,,,,,,11,13,12,3,13,6,0,+1,+1,-4,+1,-2,"Opportunity Attack,Pack Tactics",,
Scratch,Tactician,2,14,11,+1,+2,,,,,,,,,,,,,,,,11,13,12,3,13,6,0,+1,+1,-4,+1,-2,"Opportunity Attack,Pack Tactics",,
Sharran Spider,Balanced,,24,15,+4,,,,,,,,,,,,,,,,,12,18,13,3,12,4,+1,+4,+1,-4,+1,-3,"Companion's Bond,Darkvision,Exceptional Training,Opportunity Attack,Prey's Scent,Web Walker",,
Sharran Spider,Explorer,,48,15,+4,,,,,,,,,,,,,,,,,12,18,13,3,12,4,+1,+4,+1,-4,+1,-3,"Companion's Bond,Darkvision,Exceptional Training,Opportunity Attack,Prey's Scent,Web Walker",,
Sharran Wolf,Balanced,7,31,13,+2,+3,,,,,,,,,,,,,,,,12,15,15,3,12,6,+1,+2,+2,-4,+1,-2,"Companion's Bond,Exceptional Training,Opportunity Attack,Pack Tactics,Prey's Scent",,
Sharran Wolf,Explorer,7,62,13,+2,+5,,,,,,,,,,,,,,,,12,15,15,3,12,6,+6,+7,+7,+1,+6,+3,"Companion's Bond,Exceptional Training,Opportunity Attack,Pack Tactics,Prey's Scent",,
Sharran Wolf (Viconia),Balanced,11,91,13,+4,+4,,,,,,,,,,,,,,,,12,18,15,3,12,6,+1,+4,+2,-4,+1,-2,"Bestial Fury,Companion's Bond,Exceptional Training,Extra Attack,Opportunity Attack,Pack Tactics,Prey's Scent",,
Sharran Wolf (Viconia),Explorer,11,182,13,+4,+6,,,,,,,,,,,,,,,,12,18,15,3,12,6,+7,+10,+8,+2,+7,+4,"Bestial Fury,Companion's Bond,Exceptional Training,Extra Attack,Opportunity Attack,Pack Tactics,Prey's Scent",,
Shirra Clarwen,Balanced,9,92,8,-2,+4,,,,,,,,,,,,,,,,16,6,16,3,6,5,+3,-2,+3,-4,+2,-3,Opportunity Attack,,
Shirra Clarwen,Explorer,9,64,8,-2,+6,,,,,,,,,,,,,,,,16,6,16,3,6,5,+3,-2,+3,-4,+4,-3,Opportunity Attack,,
Shirra Clarwen,Tactician,9,119,8,-2,+4,,,,,,,,,,,,,,,,16,6,16,3,6,5,+3,-2,+3,-4,+2,-3,Opportunity Attack,,
Skittle,Balanced,1,32,12,+2,+2,,,,,,,,,,,,,,,,4,15,13,4,10,4,-3,+2,+1,-3,0,-3,Darkvision,,
Small Klaw,Balanced,2,22,11,+1,+2,,,,,,,,,,,,,,,,14,13,12,7,11,8,+2,+1,+1,-2,0,-1,"Darkvision,Opportunity Attack",,
Small Klaw,Explorer,2,15,11,+1,+4,,,,,,,,,,,,,,,,14,13,12,7,11,8,+2,+1,+1,-2,0,-1,"Darkvision,Opportunity Attack",,
Small Klaw,Tactician,2,28,11,+1,+2,,,,,,,,,,,,,,,,14,13,12,7,11,8,+2,+1,+1,-2,0,-1,"Darkvision,Opportunity Attack",,
Snapp,Balanced,2,42,14,+2,+2,,,,,,,,,,,,,,,,18,14,14,7,11,8,+4,+2,+2,-2,0,-1,Opportunity Attack,,
Snapp,Explorer,2,29,14,+2,+4,,,,,,,,,,,,,,,,18,14,14,7,11,8,+4,+2,+2,-2,0,-1,Opportunity Attack,,
Snapp,Tactician,2,54,14,+2,+2,,,,,,,,,,,,,,,,18,14,14,7,11,8,+4,+2,+2,-2,0,-1,Opportunity Attack,,
Snarrrl,Balanced,2,42,14,+2,+2,,,,,,,,,,,,,,,,18,14,14,7,11,8,+4,+2,+2,-2,0,-1,Opportunity Attack,,
Snarrrl,Explorer,2,29,14,+2,+4,,,,,,,,,,,,,,,,18,14,14,7,11,8,+4,+2,+2,-2,0,-1,Opportunity Attack,,
Snarrrl,Tactician,2,54,14,+2,+2,,,,,,,,,,,,,,,,18,14,14,7,11,8,+4,+2,+2,-2,0,-1,Opportunity Attack,,
Snicker,Balanced,1,12,12,+1,+2,,,,,,,,,,,,,,,,11,13,12,2,12,5,0,+1,+1,-4,+1,-3,"Opportunity Attack,Pack Tactics",,
Snicker,Explorer,1,8,12,+1,+4,,,,,,,,,,,,,,,,11,13,12,2,12,5,0,+1,+1,-4,+1,-3,"Opportunity Attack,Pack Tactics",,
Snicker,Tactician,1,15,12,+1,+2,,,,,,,,,,,,,,,,11,13,12,2,12,5,0,+1,+1,-4,+1,-3,"Opportunity Attack,Pack Tactics",,
Soxx,Balanced,8,52,14,+4,+3,,,,,,,,,,,,,,,,11,18,14,11,12,14,0,+7,+2,0,+1,+2,"Darkvision,Multiattack: Morphic Ambush,Opportunity Attack",,
Soxx,Explorer,8,36,14,+4,+5,,,,,,,,,,,,,,,,11,18,14,11,12,14,0,+9,+2,0,+1,+2,"Darkvision,Multiattack: Morphic Ambush,Opportunity Attack",,
Soxx,Tactician,8,67,14,+4,+3,,,,,,,,,,,,,,,,11,18,14,11,12,14,0,+7,+2,0,+1,+2,"Darkvision,Mindreader,Multiattack: Morphic Ambush,Opportunity Attack",,
Spar,Balanced,2,1,10,0,+2,,,,,,,,,,,,,,,,2,11,9,2,10,4,-4,0,-1,-4,0,-3,Darkvision,,
Spar,Explorer,2,1,10,0,+4,,,,,,,,,,,,,,,,2,11,9,2,10,4,-4,0,-1,-4,0,-3,Darkvision,,
Spar,Tactician,2,1,10,0,+2,,,,,,,,,,,,,,,,2,11,9,2,10,4,-4,0,-1,-4,0,-3,Darkvision,,
Sparky,Balanced,10,5,14,+2,+4,,,,,,,,,,,,,,,,13,14,12,3,12,7,+1,+2,+1,-4,+1,-2,,,
Splintered Shadow Hound,Balanced,,19,14,+2,,,,,,,,,,,,,,,,,16,14,13,5,12,5,+3,+2,+1,-3,+1,-3,"Darkvision,Gloom Step,Opportunity Attack",,
