Name,Image,Permanent Conditions,Skills,Skill Bonus,Skill Factor,ST Ability,ST Bonus,ST Factor,Ability,Ability Bonus,Ability Max,Skills Proficiency,Armour Proficiency,Weapon Proficiency,Initiative,Reduce Damage Type,Reduce Damage,Darkvision,AC,AC Mod,Extra HP/Level,Actions,Spells,Cantrips,Immunity,Immune to Conditions,Movement,Expertise,Resistance,Temporary HP,Critical Chance,Attack Type,Weapon DMG,Weapon DMG Type,AR Types,AR Bonus,AR Factor,Spell Save DC,Unarmed DMG Bonus,Unarmed DMG Type,Carrying capacity,Illithid Power,Condition,Condition Duration,Condition DC,Condition Ability,ST Spell Bonus,ST Proficiency,Requirements,Jump Distance,Ignore,DONE,Desc 1,Desc 2
Unhampered Resistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Unhampered Resistance is a passive feature that increases the user's Saving Throws while not wearing armour. ,"While the wielder is not wearing armour, they receive a +2 bonus to  Saving throw. "
Unnatural Growth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Unnatural Growth is a passive feature unique to Ptaris that lets him act quickly. ,Take 2  Actions per round. 
Unstable Blood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Unstable Blood is a permanent passive feature which causes a creature's blood to explode when in contact with fire. ,Your blood is now highly flammable and will explode when in contact with fire. 
Unwavering,,,,,,,,,,,,,,,,,,,,,,,,,,"Paralysed, Restrained",,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,TRUE,Unwavering is a passive feature that prevents the wearer's movement speed from being affected. ,"You ignore the effects of  Difficult Terrain, and cannot be  Paralysed or  Restrained. "
Unwavering Bull,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Unwavering Bull is a passive feature that makes the wielder difficult to move or restrain. ,You cannot be pushed against your will and you have an  Advantage on  Saving throws against being  Restrained. 
Urban Tracker,,,,,,,,,,,,Sleight of Hand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,TRUE,"Urban Tracker is a Ranger passive feature of Natural Explorer. Grants you proficiency in Sleight of Hand, as you are an expert in navigating cities. ","An expert at navigating the wild within the city, you gain Sleight of Hand Proficiency. "
Valiant Roll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Valiant Roll is a toggleable passive feature granted by having a Combat Inspiration. ,Add a   +1d6 bonus to your next Ability Check. You expend your  Combat Inspiration when the effect triggers. 
Vampire Ascendant,,,,,,,,,,,,,,,,,,,,,,"Ascendant Bite, Misty Escape (Vampire Ascendant)",,,,,,,,,,,1d10,Necrotic,,,,,1d10,Necrotic,,FALSE,,,,,,,,,FALSE,TRUE,"Vampire Ascendant is a passive feature available to Astarion if he completed his quest by ascending. It gives Astarion the two class actions Ascendant Bite and Misty Escape (Vampire Ascendant), as well as a bonus 1d10⁠Necrotic damage to weapon and unarmed attacks. ","Behold, the Vampire Ascendant! Thousands of souls have bought you power, granting you  Ascendant Bite and  Gaseous Form. You also have a +1d10⁠Necrotic damage bonus to weapon and unarmed attacks. "
Vampire Regeneration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Vampire Regeneration is a passive feature that allows a Vampire to regenerate 10 hit points at the start of its turn. ,"The vampire regains 10⁠hit points at the start of its turn if it isn't in sunlight, or has taken ⁠Radiant damage or damage from Holy Water, in which case this trait doesn't function until the start of its next turn. "
Vaprak's Greed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.25,FALSE,,,,,,,,,FALSE,TRUE,Vaprak's Greed is a Giant barbarian passive feature that increases carry weight. ,Your carrying capacity is increased by a quarter. 
Veil of the Wind,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,FALSE,,,,,,,,3,FALSE,TRUE,Veil of the Wind is a passive feature that makes you immune to falling damage and increases your movement. ,You gain a + 3 m / 10 ft bonus to movement speed and jump distance. Equipping this weapon gives you Immunity to falling damage. 
Vengeful,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Vengeful is a passive feature that grants an extra reaction and allows use of the  Vengeful Strike reaction attack. ,"Creature gains an extra reaction. When attacked, the creature can use a reaction to counterattack with Vengeful Strike, dealing Weapon Damage and 4-14 Psychic Damage. "
Vengeful Father,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Vengeful Father is a passive feature available to the Owlbear Mate summoned by  Call Consort in Honour mode. ,"At low health or the death of a family member, this Owlbear becomes  Enraged. "
Vengeful Guardian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,Prime Target,1 Turn,,,,,,,TRUE,FALSE,"Vengeful Guardian is a passive feature of Grym, which causes it to always attack the last creature that struck it. ",Grym always attacks the last creature that hit it if possible. 
Venomous Revenge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,Venomous Revenge,2 Turns,,,,,,,TRUE,FALSE,Venomous Revenge is a passive feature that coats the wearer's weapons[note 1] in poison whenever the wearer is healed. ,"Whenever the wearer is healed, their weapon becomes coated in magic and deals an additional 1d6⁠Poison  damage. "
Vicious Dragon Breath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Vicious Dragon Breath is a passive feature that improves the success rate of your breath weapon. ,Enemies have  Disadvantage on  Saving throws against your dragonborn breath weapon. 
Vital Conduit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Vital Conduit is a passive feature that provides bonus healing when casting a concentration spell. ,Grants the wearer  8 temporary hit points when they cast a Spell that requires  Concentration. Can only have temporary hit points from one source. 
Volatile Fungus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Fungal Resistance is a passive feature affecting Pearlspore Bell. It creates an explosion and lingering cloud of poison upon the affected entity's death. ,"This Pearlspore Bell will explode when destroyed, dealing damage and leaving a poisonous surface behind. "
Volo's Ersatz Eye,,See Invisibility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,TRUE,"Volo's Ersatz Eye is a passive feature which gives a character the condition See Invisibility, after they have undergone surgery from Volo. ","The damage wrought upon your ocular nerve during Volo's experiment is undone, allowing you to see  Invisible creatures. "
War Caster: Concentration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,War Caster Concentration is a passive feature obtainable by the War Caster Feat. Users of this feature have Advantage maintaining a spell with Concentration. ,You gain  Advantage on  Saving throws to maintain  Concentration on a Spell. 
War Caster: Opportunity Spell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,War Caster Opportunity Spell is a Passive feature/Reaction obtainable by the War Caster Feat. Users of this feature are adept at casting  Shocking Grasp at an enemy when they leave your melee range. This can be done instead of the usual Opportunity Attack. ,You can also use a Reaction to cast  Shocking Grasp at a target moving out of melee range. 
War Magic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,War Magic is an Eldritch Knight Fighter passive feature. This allows the Fighter to make an attack after using a Cantrip by using a Bonus Action. ,"You have honed your body and magic for war. After you cast a cantrip, you can make a weapon attack using a  Bonus Action. "
War Priest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,TRUE,War Priest is a War Domain cleric passive feature which allows the cleric to make a limited number of bonus action attacks using War Priest Charges that recharge after a long rest. ,"When you make an unarmed or weapon attack, you can spend a  War Priest Charge to make an additional attack as a  Bonus Action. At higher levels A War Domain Cleric begins with three  War Priest Charges per long rest. This increases to: "
Warding Flare,,,,,,,,,,,,,,,,,,,,,,Warding Flare,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,"Warding Flare is a Light Domain Cleric passive feature that allows the cleric to briefly flash an enemy, potentially causing the attack to miss. ","Shield yourself with divine light. Use your reaction to impose  Disadvantage on an attacker, possibly causing their attack to miss. An attacker that can't be Blinded is immune to this effect. At higher levels At level 6 Light Domain Clerics get  Improved Warding Flare which enables them to use Warding Flare on allies "
Warding Hands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,Heroism,10 Turns,,,,,,,TRUE,FALSE,Warding Hands is a passive feature that automatically grants heroism when channeling your oath. ,"When you use your Channel Oath Charge spells, you gain  Heroism. "
Wasteland Wanderer: Cold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cold,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,TRUE,"Wasteland Wanderer: Cold is a Ranger passive feature of Natural Explorer. As an explorer of the cold winterlands, you gain resistance to Cold. ","You have spent endless days surviving desolate tundras. Gain resistance to ⁠Cold damage, taking only half damage from it. "
Wasteland Wanderer: Fire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fire,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,TRUE,"Wasteland Wanderer: Fire is a Ranger passive feature of Natural Explorer.You are well versed in traveling in hot environments, you gain resistance to Fire. ","You have spent endless days surviving forbidding deserts. Gain resistance to ⁠Fire, taking only half damage from it. "
Wasteland Wanderer: Poison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Poison,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,TRUE,"Wasteland Wanderer: Poison is a Ranger passive feature of Natural Explorer. Swamps are like a second home to you, you gain resistance to Poison. ","You have spent endless days surviving fetid swamps. Gain resistance to ⁠Poison, taking only half damage from it. "
Watersparks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,Lightning Charges,3 Turns,,,,,,,TRUE,FALSE,Watersparks is a passive feature that grants lightning charges when standing on an electrified surface. ,"If the wearer starts their turn on an  Electrified Water surface, they gain 3  Lightning Charges. "
Watery Guidance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Watery Guidance is a passive feature that makes you more likely to hit wet targets. ,This weapon has  Advantage against  Wet creatures. 
Watery Rejuvenation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Watery Rejuvenation is a passive feature that heals the user when standing in water. ,"If the wearer is standing in a  Water surface at the start of their turn, they heal 1d4⁠hit points. "
Weakened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Weakened is a passive feature found on some Intellect Devourers that lowers many of its stats. ,Its journey through hell has severely weakened this creature's defences. 
Weakened Constitution,,,,,,,,,CON,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,TRUE,Weakened Constitution is a special passive feature gained when failing a particular saving throw while in the Zaith'isk. ,Your Constitution has been reduced by 2 by the Zaith'isk. The githyanki device failed to harm your illithid parasite - perhaps consuming more would mend your broken mind. 
Weakened Intelligence,,,,,,,,,INT,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,TRUE,"Weakened Intelligence is a special passive feature gained when failing a particular saving throw while in the Zaith'isk. It decreases your intelligence by 2 permanently, until this feature is removed. ",Your Intelligence has been reduced by 2 by the Zaith'isk. The githyanki device failed to harm your illithid parasite - perhaps consuming more would mend your broken mind. 
Weakened Wisdom,,,,,,,,,WIS,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,TRUE,"Weakened Wisdom is a special passive feature gained when failing a particular saving throw while in the Zaith'isk. It decreases your wisdom by 2 permanently, until this feature is removed. ",Your Wisdom has been reduced by 2 by the Zaith'isk. The githyanki device failed to harm your illithid parasite - perhaps consuming more would mend your broken mind. 
Weapon Master,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Weapon Master is a passive feature obtainable by the Feat of the same name. Users of this feature are Proficient with additional types of weapons. ,"Increase your  Strength or  Dexterity by 1, to a maximum of 20. Gain Proficiency with four Weapon types of your choice. "
Weave Eater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Weave Eater is a passive feature that heals the user whenever they successfully resist a spell. ,"Whenever the wearer succeeds a  Saving throw against a spell, they regain 1d6⁠hit points. "
Web Sense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Web Sense is a passive feature available to Ettercaps that allows them to instantly detect any creature touching its webs. ,Knows the exact location of anything that touches its webs. 
Web Walker,,,,,,,,,,,,,,,,,,,,,,,,,,Enwebbed,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,TRUE,Web Walker is a passive feature inherent to a number of spider-like creatures in Baldur's Gate 3. ,"Isn't slowed down by  Web surfaces, and can't be  Enwebbed by them. "
Well-Liked and Well-Fortified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Well-Liked and Well-Fortified is a passive feature that continuously grants temporary hp. ,"At the beginning of the wearer's turn, the robe activates, granting them Temporary Hit Points equal to their Charisma Modifier. "
Whispers of the Grave,,,,,,,,,,,,,,,,,,,,,,,Speak with Dead,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Whispers of the Grave is an Eldritch Invocation from the Warlock class. You can cast Speak with Dead without expending a spell slot. ,You can cast  Speak with Dead without expending a Warlock spell slot. 
Wild Magic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,"Wild Magic is a passive feature which can trigger a random magical effect when casting a Level 1 or higher Spell. An effect is triggered when rolling a 20 on a  d20 (i.e., a 5% chance). ","Unruly magic sparks and fizzes through your veins. Each time you cast a spell of Level 1 or higher, your magic might surge and trigger a random magical effect. "
Wild Magic Surge,,,,,,,,,,,,,,,,,,,,,,Rage: Wild Magic,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,TRUE,Wild Magic Surge is a passive feature granted to Wild Magic Barbarians that produces a random magical effect when raging. ,"A magical energy roils inside of you, ready to erupt. When you enter a  Rage, you trigger a random magical effect. "
Wild Strike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Wild Strike is a Druid passive feature that lets you make multiple unarmed attacks while Wildshaped. ,You can make an additional attack after making an unarmed strike while in wildshape. 
Willing Whip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necrotic,,,,1d6,Necrotic,,,,,,,,FALSE,,,,,,,,,FALSE,TRUE,Willing Whip is a passive feature that grants resistance to Necrotic damage but deals Necrotic damage to every creature nearby. ,"Grants Resistance to ⁠Necrotic, and deals additional 1d6⁠Necrotic damage to everyone nearby including the wielder. "
Winter's Clutches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,Encrusted with Frost,2 Turns,,,,,,,TRUE,FALSE,Winter's Clutches is a passive feature that encrusts targets in frost whenever the user attacks and deals cold damage. ,"When the wearer deals ⁠Cold damage, inflict 2 turns of  Encrusted with Frost upon the target(s). "
Witchbreaker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Witchbreaker is a passive feature that grants advantage against creatures concentrating on spells. ,You gain  Advantage on Attack rolls against concentrating creatures. 
Withering Cut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Withering Cut is a passive feature that lets the wielder deal extra damage using a reaction. ,"On a hit with a melee weapon, use a  Reaction to deal additional ⁠Necrotic damage equal to your Proficiency Bonus. "
Wolf Heart,,,,,,,,,,,,,,,,,,,,,,"Rage: Wolf Heart, Inciting Howl",,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,TRUE,Wolf Heart is a passive feature that grants a Wildheart Barbarian a special version of Rage and another ability. ,"While  Raging, you can use  Inciting Howl, and your allies have  Advantage on melee Attack rolls against enemies within  2 m / 7 ft of you. "
Wound Closure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,Wound Closure,1 Turn,,,,,,,TRUE,FALSE,Wound Closure is a passive feature that automatically stabilises the wearer ,"When  Downed, automatically stabilise at the start of the turn. "
Wrath of the Storm,,,,,,,,,,,,,,,,,,,,,,"Wrath of the Storm: Lightning, Wrath of the Storm: Thunder",,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,"Wrath of the Storm is a Tempest Domain Cleric passive feature. It grants the cleric two reactions,  Wrath of the Storm: Lightning and  Wrath of the Storm: Thunder, that can be triggered to retaliate against an attacking creature with ⁠Lightning or ⁠Thunder damage. ","As a  Reaction, strike back at an attacking creature, dealing 2d8⁠Lightning or 2d8⁠Thunder damage. The target takes half damage on a successful  Saving throw. "
Writhing Dance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Writhing Dance is a passive feature that allows the wearer to avoid opportunity attacks when below half their hit points. ,"When the wearer has 50% hit points or less, they don't provoke Attacks of Opportunity. "
Xyanyde's Fire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,Faerie Fire,2 Turns,,,,,,,TRUE,FALSE,"Xyanyde's Fire is a passive feature that lights up the wearer's target if they miss, making them easier to hit next turn. ","Once per Short Rest, you can encase a target in  Faerie Fire for 2 turns if you miss an attack against it. "
Yeenoghu's Gift,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,"Yeenoghu's Blessing,Yeenoghu's Gift",1 Turn,,,,,,,TRUE,FALSE,Yeenoghu's Gift is a passive feature which requires the wielder continue attacking or go mad. ,Hitting an enemy with this weapon heals the wielder for 1d6⁠hit points - but they can go  Mad if they don't continue hitting an enemy each turn. Healing through this item doesn't trigger other passives that react to healing. 
