Name,Image,Cost 1,Cost 2,Cost #,Cost 3,Cost on Hit 1,Cost on Hit 2,Cantrip,Spell,Concentration,Ritual,DMG1,DMG1 Type,DMG2,DMG2 Type,DMG3,DMG3 Type,DMG4,DMG4 Type,DMG5,DMG5 Type,DMG6,DMG6 Type,Range,Area,Area Type,Push,Pull,Special WA,WA,Illithid Power,Attack Roll Type,On Miss,Attack Type,Recharge,School,Spell Level,ST Ability,ST Base DC,ST DC Type,Half DMG on Save,On Save,Condition 1,Condition 1 ST Ability,Condition 1 Base DC,Condition 1 DC Type,Condition 1 Duration,Condition 2,Condition 2 ST Ability,Condition 2 Base DC,Condition 2 DC Type,Condition 2 Duration,Additional DMG per Spell Level,DMG User Level 1,DMG Increase 1,DMG User Level 2,DMG Increase 2,DMG User Level 3,DMG Increase 3,Additional DMG Type,Additional Target Per Spell Level,Subactions,Areas,Creatures,Items,Healing,Targets,Desc1,Desc2,Levels,,,,Spells,Non Spells,Cantrips,Illithid Powers,Weapon Actions
Wild Magic: Magic Retribution,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,FALSE,,Wild Magic: Magic Retribution,,,,10 Turns,,,,,,,,,,,,,,FALSE,,,,,,,Wild Magic: Magic Retribution is a Wild Magic Barbarian free action which is randomly used when triggered by a Rage: Wild Magic roll; it causes enemies who hit the barbarian to take Force damage in return.,"You are protected by wild, vengeful magic. Enemies that hit you take 1d6⁠⁠Force damage in retaliation.",,,,,,,,,
Wild Magic: Polymorph,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,FALSE,,Polymorphed,,,,2 Turns,,,,,,,,,,,,,,FALSE,,,,,,,"Wild Magic: Polymorph is a Wild Magic Sorcerer free action which is randomly used when triggered by a Wild Magic roll; it polymorphs the Sorcerer into a Sheep, similar to the Polymorph Spell.",You are transformed into a beast.,,,,,,,,,
Wild Magic: Protective Lights,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,FALSE,,Wild Magic: Protective Lights,,,,10 Turns,,,,,,,,,,,,,,FALSE,,,,,,,"Wild Magic: Protective Lights is a Wild Magic Barbarian free action which is randomly used when triggered by a Rage: Wild Magic roll; it creates magical lights which surround and circle the user, granting them and nearby allies nearby an extra +1 Armour Class.","You, and any allies within 3 m / 10 ft of you, have a +1 bonus to Armour Class.",,,,,,,,,
Wild Magic: Resilient Sphere,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,FALSE,,Otiluke's Resilient Sphere,,,,2 Turns,,,,,,,,,,,,,,FALSE,,,,,,,Wild Magic: Resilient Sphere is a Wild Magic Sorcerer free action which is randomly used when triggered by a Wild Magic roll; its effect is the same as casting Otiluke's Resilient Sphere on oneself.,"Enclose yourself in an arcane sphere. You cannot be damaged by attacks or effects from outside the sphere, nor can you damage anything outside the sphere. Movement Speed is halved.",,,,,,,,,
Wild Magic: Shield,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,FALSE,,Shield,,,,1 Turn,,,,,,,,,,,,,,FALSE,,,,,,,Wild Magic: Shield is a Wild Magic Sorcerer free action which is randomly used when triggered by a Wild Magic roll; it grants extra Armour Class and protection from Magic Missiles just like the Shield spell.,Armour Class is increased by 5 and you are immune to the effects of Magic Missile,,,,,,,,,
Wild Magic: Slow,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,FALSE,,Slowed,,,,2 Turns,,,,,,,,,,,,,,FALSE,,,,,,,"Wild Magic: Slow is a Wild Magic Sorcerer free action which is randomly used when triggered by a Wild Magic roll; it places the Slowed condition on the user as per the Slow spell, reducing their Armour Class, Dexterity, Saving Throws and  Actions.",You are Slowed.,,,,,,,,,
Wild Magic: Sorcery Points,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,FALSE,,Wild Magic: Sorcery Points,,,,2 Turns,,,,,,,,,,,,,,FALSE,,,,,,,"Wild Magic: Sorcery Points is a Wild Magic Sorcerer free action which is randomly used when triggered by a Wild Magic roll; it allows the user to regain  Sorcery Points when casting spells, depending on the level.","Until the end of your next turn, each spell you cast restores Sorcery Points equal to its Spell Slot level.",,,,,,,,,
Wild Magic: Speak with Animals,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,FALSE,,Speak with Animals,,,,Long Rest,,,,,,,,,,,,,,FALSE,,,,,,,Wild Magic: Speak with Animals is a Wild Magic Sorcerer free action which is randomly used when triggered by a Wild Magic roll; it grants the user the ability to talk to various animals and creatures when they cannot normally do so.,Gain the ability to comprehend and communicate with beasts.,,,,,,,,,
Wild Magic: Spike Growth,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,FALSE,,Spikes,,,,,Wild Magic: Spike Growth is a Wild Magic Sorcerer free action which is randomly used when triggered by a Wild Magic roll; this particular effect functions the same as Spike Growth.,Shape a piece of ground around yourself into hard spikes. A creature walking on the spikes takes 2d4⁠⁠Piercing for every 1.5 m / 5 ft it moves.,,,,,,,,,
Wild Magic: Summon Mephit,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,"Wild Magic: Summon Mephit is a Wild Magic Sorcerer free action which is randomly used when triggered by a Wild Magic roll; it summons Mephit that is hostile to every creature in the area, including the caster.",Summon a hostile mephit.,,,,,,,,,
Wild Magic: Swap,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,FALSE,,Wild Magic: Swap,,,,5 Turns,,,,,,,,,,,,,,FALSE,,,,,,,Wild Magic: Swap is a Wild Magic Sorcerer free action which is randomly used when triggered by a Wild Magic roll; it allows them to switch positions with a target creature's location when they cast a Cantrip or a 1st Level Spell.,Swap positions with a target each time you cast a spell or cantrip.,,,,,,,,,
Wild Magic: Telekinesis,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,FALSE,,Wild Magic: Telekinesis,,,,2 Turns,,,,,,,,,,,,,,FALSE,,,,,,,Wild Magic: Telekinesis is a Wild Magic Sorcerer free action which is randomly used when triggered by a Wild Magic roll; its effect is the same as casting a Telekinesis spell.,"Throw a creature or object up to 18 m / 60 ft with a thought. Once per turn, you can use Telekinesis again without expanding a spell slot. Heavier items deal more damage.",,,,,,,,,
Wild Magic: Teleport,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,FALSE,,Wild Magic: Teleport,,,,2 Turns,,,,,,,,,,,,,,FALSE,,,,,,,Wild Magic: Teleport is a Wild Magic Sorcerer free action which is randomly used when triggered by a Wild Magic roll; it allows them to teleport to a nearby location with a bonus action.,"Until the end of your next turn, you can use a  Bonus Action to teleport up to 9 m / 30 ft.",,,,,,,,,
Wild Magic: Turn Magic,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,FALSE,,Wild Magic: Turn Magic,,,,5 Turns,,,,,,,,,,,,,,FALSE,,,,,,,Wild Magic: Turn Magic is a Wild Magic Sorcerer free action which is randomly used when triggered by a Wild Magic roll; it constantly creates more Wild Magic effects over the next five turns.,"At the start of each turn, trigger a random magical effect.",,,,,,,,,
Wild Magic: Vine Growth,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,FALSE,,Wild Magic: Vine Growth,,,,10 Turns,,,,,,,,,,,,,,FALSE,,,,,,,"Wild Magic: Vine Growth is a Wild Magic Barbarian free action which is randomly used when triggered by a Rage: Wild Magic roll; it causes plants and vines extend from the user, creating difficult terrain to creatures near them. This area of effect is centered on the user and moves with them for up to ten turns.",Flowers and vines spread outward from you in a radius of 5 m / 17 ft creating Difficult Terrain for everyone other than you.,,,,,,,,,
Wild Magic: Weapon Infusion,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,FALSE,,Wild Magic: Weapon Infusion,,,,10 Turns,,,,,,,,,,,,,,FALSE,,,,,,,Wild Magic: Weapon Infusion is a Wild Magic Barbarian free action which is randomly used when triggered by a Rage: Wild Magic roll; it boosts the user's weapon by adding Force damage and returning it to their hand when thrown.,"Magic infuses your weapon. It deals an additional 1d6⁠⁠Force damage and gains the Light and Thrown properties. If you throw your weapon, it reappears in your hand at the end of your turn.",,,,,,,,,
Wounding Ray (Spectator),,Eyestalk Action,,,,,,FALSE,FALSE,FALSE,FALSE,4d8+3,Necrotic,,,,,,,,,,,18.0m,,,,,FALSE,FALSE,FALSE,,,,Per Turn,,,CON,,Spell Save DC,TRUE,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,Wounding Ray is a class action used by Spectators that deals great necrotic damage to its targets.,Shoot an eye ray that deals immense damage.,,,,,,,,,
Metamagic: Careful Spell,,,Sorcery Point,1,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,Metamagic: Careful Spell is a toggleable passive feature used by Sorcerers. This Metamagic ability allows Sorcerers to prevent harmful Spell effects affecting their allies.,Allies automatically succeed Saving Throws against spells that required them.,,,,,,,,,
Metamagic: Distant Spell,,,Sorcery Point,1,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,Metamagic: Distant Spell is a toggleable passive feature used by Sorcerers. This Metamagic ability allows Sorcerers to increase the range of their Spells.,Increases the range of the spell by 50%. Melee spells are increased to Range: 9 m / 30 ft.,,,,,,,,,
Metamagic: Extended Spell,,,Sorcery Point,1,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,Metamagic: Extended Spell is a toggleable passive feature used by Sorcerers. This Metamagic ability allows Sorcerers to extend the duration of magical effects caused by their Spells.,"Double the duration of conditions, summons, and surfaces caused by spells.",,,,,,,,,
Metamagic: Heightened Spell,,,Sorcery Point,3,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,"Metamagic: Heightened Spell is a toggleable passive feature used by Sorcerers. This Metamagic ability allows Sorcerers to empower the magical effects of their Spells, making it harder for targeted creatures to resist the spell.",Targets of spells that require Saving Throws have Disadvantage Icon.png Disadvantage on their first Saving Throw.,,,,,,,,,
Metamagic: Quickened Spell,,,Sorcery Point,3,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,Metamagic: Quickened Spell is a toggleable passive feature used by Sorcerers. This Metamagic ability allows Sorcerers to cast multiple Spells in a turn.,Spells that take an  Action take a  Bonus Action instead.,,,,,,,,,
Metamagic: Subtle Spell,,,Sorcery Point,1,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,"Metamagic: Subtle Spell is a toggleable passive feature used by Sorcerers. This Metamagic ability allows Sorcerers to cast Spells without chanting or hand movements and allows them to ignore the Silenced Silenced condition. However, spells cast with Subtle Spell can still be countered by enemy casters using Counterspell.",You can cast spells while Silenced Silenced.,,,,,,,,,
Metamagic: Twinned Spell,,,Sorcery Point,1,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,Metamagic: Twinned Spell is a toggleable passive feature used by Sorcerers. This ability allows Sorcerers to target two creatures with certain Spells.,"Spells that only target 1 creature can target an additional creature. Costs 1  Sorcery Point per Spell Slot level used. Cantrips also cost 1  Sorcery Point. For spells that don't shoot a projectile, the targets need to be close enough together.",,,,,,,,,
Seeking Spell,,,Sorcery Point,1,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,Seeking Spell is a toggleable passive feature that grants the ability to use a sorcery point to get advantage on a spell attack roll.,"When you make a Spell Attack Roll, you can spend a  Sorcery Point to gain Advantage Advantage. This costs 1 Sorcery Point per spell slot Level. Cantrips cost 1 Sorcery Point.",,,,,,,,,
Brace (Melee),,,Movement Speed,6,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,,,Melee,Short Rest,,,,,,FALSE,,Braced,,,,1 Turn,,,,,,,,,,,,,,FALSE,,,,,,,"Brace (Melee) is a weapon action available to characters proficient in and wielding a glaive, or pike in their main hand.","Spend 6 m / 20 ft of your movement. For the rest of your turn, roll melee damage twice and use the highest result.",,,,,,,,,
Brace (Ranged),,,Movement Speed,6,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,,,Ranged,Short Rest,,,,,,FALSE,,Braced,,,,1 Turn,,,,,,,,,,,,,,FALSE,,,,,,,"Brace (Ranged) is a weapon action available to characters proficient in and wielding a heavy crossbow, or longbow in their main hand.","Spend 6 m / 20 ft of your movement. For the rest of your turn, roll ranged damage twice and use the highest result.\",,,,,,,,,
Prepare,,,Movement Speed,6,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,,,Melee,Short Rest,,,,,,FALSE,,Prepared,,,,1 Turn,,,,,,,,,,,,,,FALSE,,,,,,,Prepare is a weapon action available to characters proficient in and wielding a greataxe in their main hand.,Spend 6 m / 20 ft of your movement to deal an additional [Strength modifier]⁠Physical⁠PhysicalDRS damage (minimum 1) on each successful weapon attack for the rest of the turn.,,,,,,,,,
Aegis of the Absolute,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,18.0m,,,,,FALSE,FALSE,FALSE,,,,Per Turn,,,INT,,Spell Save DC,TRUE,,Aegis of the Absolute,,,,,,,,,,,,,,,,,,FALSE,,,,,,,Aegis of the Absolute is a level 9 evocation spell.  It cannot be learned by players and is only used by NPCs.,The Netherbrain can make itself Immune to all types of damage it took in a round of combat until the start of its next turn.,,,,,,,,,
Fanatic Retaliation,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,18.0m,,,,,FALSE,FALSE,FALSE,,,,,,,,,,FALSE,,Silenced,,,,,,,,,,,,,,,,,,FALSE,,,,,,,"Fanatic Retaliation  is a level 3 evocation spell. It is a legendary action used by Kar'niss when one of his spindleweb fanatics are killed, and he will target the killer. It cannot be learned by players and is only used by NPCs.",Avenge a fallen  Spindleweb Fanatic with a psionic barrage that can  Silence its killer.,,,,,,,,,
Impenetrable Shadow,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,Impenetrable Shadow is a passive feature available to Viconia DeVir on Honour Mode.,"If Viconia ends her turn in darkness, she receives  Sanctuary of Loss.  Viconia can use  Heartwrench and still keep this protection.",,,,,,,,,
Legendary Action: Adamantine Reverberation,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,"Legendary Action: Adamantine Reverberation is a legendary action passive feature available to Grym in Honour mode. Once per turn when struck by an attack, Grym reverberates, granting  10 temporary hit points and doubled movement speed until the temporary hit points are depleted.","Once per round, Grym can use its Legendary Action to  Reverberate when it is struck, doubling its movement and granting it 10 temporary hit points.  Losing these temporary hit points triggers a shockwave that knocks targets back ⁠4 m / 13 ft and deals 4d8⁠⁠Thunder damage. Legendary Actions restore at the start of each round.",,,,,,,,,
Legendary Action: Beguiling Rebuke,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,"Legendary Action: Beguiling Rebuke is a passive feature available to Raphael while he is not in his  Fiendish Ascension form. It lets him expend a legendary action to use Beguiling Rebuke, after he or his allies are attacked.",Raphael can spend a Legendary Action to immediately  Beguile a hostile creature and its allies after being attacked.  Raphael may use this Legendary Action as many times per round as there are Soul Pillars standing at the start of the round. Legendary Actions restore at the start of each round.,,,,,,,,,
Legendary Action: Bhaal's Edict,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,"Legendary Action: Bhaal's Edict is a passive feature available to the Boon of Bhaal during combat with Orin in Honour mode, provided she is not being duelled alone.","If Orin has not used her Legendary Action by the end of a round, and Orin is not duelling her opponent alone, the Dread Lord places a creature under  Bhaal's Edict.  Legendary Actions restore at the start of each round.",,,,,,,,,
Legendary Action: Blinding Ambush,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,"Legendary Action: Blinding Ambush is a passive feature available to Yurgir in Honour mode, that lets him use Blinding Ambush and Watchful Hunt.","Once per round, Yurgir can spend a Legendary Action to  Blinding Ambush a  Hunted creature when it attempts to attack or cast a spell.  Legendary Actions restore at the start of each round.",,,,,,,,,
Legendary Action: Call Consort,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,"Legendary Action: Call Consort is a passive feature available to the Owlbear mother in her nest in Honour mode. It gives her access to  Call Consort to call her  mate, who has the same base stats and can use  Vengeful Father.","Once per combat, the Owlbear mother can spend a Legendary Action to  summon her mate when she is attacked.  Although Legendary Actions normally restore at the start of each round, this one may only be used once.",,,,,,,,,
Legendary Action: Devoted Galvanism,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,Legendary Action: Devoted Galvanism is a passive feature used by Dror Ragzlin in Honour mode that lets him use  Galvanise nearby allies when they are attacked.,"Once per round when an enemy targets their ally with an ability, Dror Ragzlin can use a Legendary Action to  Galvanise Absolutists within ⁠5 m / 17 ft, granting them  Action Surge.  Legendary Actions restore at the start of each round.   Details    Recharge: Per turn",,,,,,,,,
Legendary Action: Draconic Fury,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,This legendary action allows use of a dragon's breath weapon once per round as a free reaction.,The dragon can retaliate against an attacker with its breath weapon once per round.    Details    Recharge: Per turn,,,,,,,,,
Legendary Action: Fanatic Retaliation,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,"Legendary Action: Fanatic Retaliation is a passive feature available to Kar'niss in Honour mode, which lets him use the legendary action  Fanatic Retaliation immediately after one of his spindleweb fanatics is killed. He will target the killer.","Once per round when a  Spindleweb Fanatic is killed, Kar'niss can use a Legendary Action to possibly deal 6d10⁠⁠Psychic and  Silence the attacker.  Legendary Actions restore at the start of each round.",,,,,,,,,
Legendary Action: Gaze of the Dead,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,Legendary Action: Gaze of the Dead is a passive feature available to Apostle of Myrkul in Honour Mode that allows him to use a Legendary action to retaliate against an attacker.,"Once per round, Myrkul's Apostle can spend a Legendary Action to cast  Gaze of the Dead on a creature when attacked.  Legendary Actions restore at the start of each round.",,,,,,,,,
Legendary Action: Gossamer Tomb,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,"Legendary Action: Gossamer Tomb is a passive feature available to the Phase Spider Matriarch in Honour mode, that lets her entomb in web a creature attacking one of her spiderlings.","Once per round if her offspring is attacked, the Phase Spider Matriarch can spend a Legendary Action to use  Gossamer Tomb.  Legendary Actions restore at the start of each round.",,,,,,,,,
